protein (g),calcium (g),sodium (g),fiber (g),vitaminc (g),potassium (g),carbohydrate (g),sugars (g),fat (g),water (g),calories,saturated (g),monounsat (g),polyunsat (g)
3.33,0.032,0.033,3.3,0.0003,0.105,92.39,83.33,1.67,2.15,398,1.667,0,0
15.5,0.078,0.156,4.1,0,0.407,47.4,42.22,33.7,1.6,522,4.678,16.721,10.65
7.57,0.027,0.445,2.5,0,0.168,71.24,51.33,18.98,0.7,486,4.144,8.064,4.558
3.3,0.043,0.048,3.5,0.0003,0.217,59.59,55.79,25.9,10.36,485,2.224,14.683,7.778
4.2,0.032,0.011,5.9,0,0.365,63.9,54.5,30,0.7,480,17.75,9.966,0.966
4.2,0.032,0.011,5.9,0,0.365,63.4,0,29.7,0.7,477,17.53,9.93,0.95
11.6,0.639,0.167,7.7,0,0.307,50.3,31.17,33.3,2.2,516,4.662,12.571,14.591
2.31,0.017,0.131,2.4,0.0002,0.082,73.81,45.95,9.52,13.88,390,0.898,1.297,6.84
10,0.1,0.013,2.5,0,0.255,68.26,62.5,17.93,2.3,474,1.948,12.078,3.904
3.9,0.024,0.016,5.5,0,0.29,60.4,51.48,34.2,0.5,507,20.08,11.22,0.99
2.2,0.017,0.026,2.1,0,0.168,80.4,71.42,9.3,7.7,366,5.46,3.09,0.3
0.03,0.008,0.052,0,0,0.003,91.56,68.48,3.33,4.85,397,2.049,0.838,0.121
1.07,0.034,0.135,0,0.0002,0.051,64.72,63.47,32.75,0.55,560,20.565,8.964,1.222
6.21,0.157,0.068,2.5,0.0001,0.297,44.88,38.31,33.76,13.47,510,18.488,12.636,1.013
5.87,0.199,0.09,0.2,0.0005,0.286,59.24,59,32.09,1.3,539,19.412,9.097,1.013
0,0,0.001,2.4,0,0.002,96.7,66.08,0.3,2.6,360,0.042,0.079,0.137
0,0.02,0.007,2.4,0,0,94.8,0,0.4,3.5,268,0.058,0.093,0.232
4.88,0.056,0.024,7,0,0.559,61.17,47.9,31.28,0.97,546,18.519,9.54,1.092
6.12,0.062,0.01,8,0,0.567,52.42,36.71,38.31,1.25,579,22.031,11.522,1.221
7.79,0.073,0.02,10.9,0,0.715,45.9,23.99,42.63,1.37,598,24.489,12.781,1.257
5.41,0.108,0.041,5.4,0,0.407,62.16,54.05,29.73,1.07,541,28.423,0,0
16.8,0.122,0.02,29.8,0,1.574,51.39,1.55,23.71,3,486,12.64,7.38,0.769
16.8,0.122,0.02,33.9,0,2.509,49.71,1.53,23.71,3,479,12.64,7.38,0.769
19.6,0.128,0.021,33.2,0,1.524,57.9,1.75,13.7,3,228,8.07,4.57,0.44
20,0,0,20,0,0,60,0,10,0,400,0,0,0
18.1,0.111,0.019,29.8,0,2.509,58.3,1.76,13.1,2.7,220,7.76,4.39,0.42
1.75,0.035,0.351,1.4,0.0022,0.078,30.84,19.68,3.43,62.91,161,0.685,1.334,1.144
5.02,0.107,0.061,0,0,0.148,11,11,4.58,78.86,104,2.164,1.379,0.41
4.53,0.083,0.053,0,0,0.118,22.78,23.15,4.03,68.05,145,1.799,1.266,0.392
4.14,0.096,0.038,0.6,0.0001,0.143,16.07,14.81,16,62.94,225,9.151,5.027,0.879
2.4,0.166,0.07,5.1,0,0.43,91.5,0,3.3,1,363,1.94,1.08,0.1
1,3.733,26.05,0,0,0.292,19.8,0,0.1,6.5,84,0.041,0.038,0.007
0,0.117,0.006,0,0,0.003,99,0,0,0.4,383,0,0,0
6.9,0.228,0.281,0,0.0004,0.54,82.8,0,6.4,1.7,410,2.03,2.4,0.85
4.13,0.146,0.087,0,0.0002,0.214,17.61,4.63,2.83,74.44,112,1.475,0.896,0.201
3.99,0.139,0.084,0,0.0001,0.207,17.6,4.82,4,73.45,122,2.032,1.127,0.312
0,0.024,0.432,0,0,0.153,91.6,0,0,7.8,348,0,0,0
2.99,0.113,0.113,0,0.0007,0.163,18.82,0,1.72,75.71,103,1.035,0.472,0.064
2.95,0.111,0.112,0,0.0007,0.16,18.68,0,3,74.63,113,1.8,0.821,0.111
1.3,0.011,0.076,2.4,0,0.18,92,0,5.2,0.6,389,0,0,0
1.11,0.012,0.124,1.9,0,0.143,71.8,0.01,13.06,13.33,408,8.369,3.425,0.496
1.1,0.012,0.163,1.9,0,0.143,71.02,0,12.87,14.07,404,1.74,3.943,2.797
1.1,0.008,0.183,0.9,0,0.196,63.2,57.7,17.6,17,397,5.526,9.02,2.13
1.5,0.013,0.195,2.5,0.0002,0.186,52.7,40,24,21,433,8.631,10.786,3.264
0.1,0.003,0.191,0,0,0.035,67.32,63.54,17.3,15.1,415,4.545,3.755,6.153
1.42,0.032,0.132,1.1,0.0001,0.13,72.18,64.3,7.17,18.27,359,4.483,1.894,0.294
0.44,0.017,0.006,0,0,0.03,83.65,80.44,0.53,15.27,341,0.271,0.137,0.067
0.3,0.003,0.013,0.1,0,0.007,93.8,0,4.9,0.7,410,0,0,0
0.34,0.006,0.114,0.1,0,0.01,74.28,0,12.74,12.18,413,1.74,3.942,2.797
0,0.003,0.184,0,0,0.034,67.89,63.1,16.23,15.07,418,2.974,4.86,7.951
2.3,0.004,0.234,0,0,0.117,94.9,0,0,1.9,371,0,0,0
1.5,0.004,0.156,0,0,0.077,62.6,0,0,35.2,244,0,0,0
1.41,0.141,0.042,0.1,0.0212,0.12,24.11,20.61,1.41,72.57,115,0.705,0,0
5.55,0.159,0.094,1.7,0.001,0,26.94,20.1,0.66,65.94,127,0.48,0,0
4.09,0.125,0.159,4.3,0.0006,0,45.32,24.62,4.1,45.51,224,1.001,0,0
6.21,0.144,0.188,4.8,0.0007,0,44.12,21.5,2.43,46.53,212,0.81,0,0
4.31,0.138,0.12,6,0.0009,0,30.07,7.1,1.88,63.51,124,1,0,0
5.96,0.142,0.191,4.3,0.0007,0,44.16,21.81,2.34,46.65,210,0.74,0,0
3.72,0.122,0.16,3.8,0.0006,0,44.75,24.75,4,46.57,222,0.95,0,0
5.96,0.142,0.191,4.3,0.0007,0,44.2,21.82,2.34,46.65,211,0.74,0,0
5.16,0.289,0.086,4.8,0.001,0,27.09,8.64,11.93,54.69,224,9.51,0,0
1.78,0.137,0.041,0.3,0.0004,0,14.54,2.75,0.86,82.38,57,0.47,0,0
3.6,0.101,0.102,1.6,0.0007,0.196,22.28,3.93,0.97,71.85,105,0.591,0.157,0.089
1.37,0.023,0.006,7.5,0,0,11.95,0.43,2.33,83.91,49,2,0,0
1.2,0.005,0.004,1,0.0095,0.053,20.2,17.48,0.1,78.3,87,0,0,0.03
4.4,0.252,0.092,0.6,0.0007,0.238,30.9,0,20.2,43.1,317,12.658,4.977,1.469
4.3,0.12,0.095,0.3,0.0018,0.211,29.4,20.74,6,59.3,185,3.09,1.872,0.663
6.4,0.222,0.104,0.8,0,0.305,26.11,8.52,10.1,56.2,221,5.528,2.7,1.359
0.5,0.002,0.005,0,0,0.026,6.2,0,0.1,93.2,24,0,0,0
0.03,0.001,0.004,0,0.0005,0.006,13.5,0,0.02,86.4,53,0,0,0
0.4,0.002,0.022,0,0.001,0.003,32.6,32.6,0,66.9,128,0,0,0
0,0,0.035,0.7,0.0132,0.017,23.9,0,2.6,73.3,113,2.304,0.111,0.029
0,0,0.007,0,0.0007,0.015,19.23,13.66,0.24,80.49,79,0.013,0.051,0.016
0,0,0.01,0,0.0104,0.011,5.92,1.52,0,94.03,24,0,0,0
0,0,0.01,0,0.0104,0.011,5.14,1.52,0,94.03,21,0,0,0
0,0.005,0.013,0,0.0012,0.023,19.68,14.57,0.24,79.96,81,0,0,0
0.5,0.009,0.008,0.1,0.0257,0.1,23.17,19.99,0,76.1,95,0,0,0
3,0.1,0.063,2.3,0,0.234,21.6,19.24,3.6,71.2,127,2.272,0.961,0.102
4.4,0.159,0.081,2,0.0007,0.339,19.7,12.61,0.8,73.5,107,0.505,0.214,0.03
4,0.147,0.098,2.2,0.0003,0.261,24.9,0,6,63.8,160,3.63,1.75,0.22
3,0.1,0.063,0,0.0007,0.156,21.6,19.92,3.6,71.2,127,2.326,0.986,0.1
4,0.143,0.087,0,0.0008,0.211,24.2,24,5.6,65.3,159,3.42,1.59,0.21
0.39,0.014,0.015,1.5,0.0006,0.091,42.47,35.3,0.3,56.45,173,0.053,0.016,0.084
7.8,0.003,0.466,0,0,0.007,90.5,86.04,0,1,381,0,0,0
1.22,0.003,0.075,0,0,0.001,14.19,13.49,0,84.39,62,0,0,0
15.67,0.008,0.862,0.1,0,0.014,80.21,0,0,1.93,198,0,0,0
55.3,0.002,2.751,0,0.49,1.985,33.3,0,0,6.7,345,0,0,0
55.3,0.002,0.158,0,0,0.014,33.3,0,0,6.7,345,0,0,0
0.83,0.003,0.048,0,0,0.001,4.22,0,0,94.74,20,0,0,0
7.8,0.003,0.491,0,0.0628,0.007,90.5,0,0,1,381,0,0,0
85.6,0.055,0.196,0,0,0.016,0,0,0.1,13,335,0.07,0.06,0.01
0.3,0.006,0.004,0.2,0.0005,0.052,82.4,82.12,0,17.1,304,0,0,0
3.89,0.126,0.075,5.8,0.0007,0,30.18,20.29,2.17,63.2,136,1.38,0,0
3.3,0.122,0.073,5.4,0.0008,0,30.51,20.93,2.2,63.42,137,1.41,0,0
5.3,0.158,0.075,1,0.001,0,29.68,24.04,7.28,56.58,201,4.28,0,0
4.82,0.155,0.073,0.2,0.0009,0,26.03,21.11,5.56,62.71,173,3.22,0,0
4.69,0.16,0.067,0.6,0.0014,0,28.39,25.38,7.09,59.11,196,4.48,0,0
4.84,0.169,0.071,0.2,0.0011,0,25.3,22.78,4.59,64.89,162,2.86,0,0
4.69,0.158,0.069,0.4,0.0017,0,26.06,22.47,4.35,63.32,161,2.7,0,0
3.99,0.13,0.164,0.9,0.0009,0,21.3,5.9,10.3,63.52,180,4.18,0,0
3.54,0.121,0.077,1,0.0007,0,25.17,5.81,5.8,64.71,151,3.65,0,0
4.5,0.151,0.087,0.5,0.0009,0,20.75,7.7,7.05,66.48,154,4.17,0,0
3.68,0.133,0.066,0.5,0.0008,0,21.92,6.09,6.2,67.86,143,3.9,0,0
3.71,0.132,0.068,0.7,0.0008,0,21.7,6.15,6.26,67.34,143,3.94,0,0
3.53,0.121,0.072,0.8,0.0007,0,25.63,5.49,5.68,64.4,153,3.57,0,0
3.8,0.109,0.076,1.2,0.0007,0.249,28.2,25.36,11,55.7,216,6.8,3.21,0.41
5,0.159,0.071,0.8,0.0012,0.17,25.7,24.71,7.19,61.43,187,4.38,2.055,0.241
3.54,0.121,0.075,0.9,0.0007,0.196,26.79,5.65,5.74,62.99,173,3.61,0.93,0.527
4.72,0.142,0.057,0.9,0.0005,0.238,20.75,17.35,16.98,57.52,255,10.377,4.794,0.658
4.1,0.131,0.061,0.7,0.0008,0.177,22.2,21.16,13,59.8,222,7.48,3.49,0.45
3.8,0.109,0.076,4.8,0.0007,0.249,26.8,6.35,12.7,55.7,237,6.8,3.21,0.41
3.17,0.128,0.048,4.8,0.0006,0.199,22.23,6.35,12.7,61,216,6.79,3.17,0.41
3.2,0.12,0.06,0.9,0.0077,0.188,27.6,0,8.4,60,192,5.19,0,0
3.5,0.128,0.08,0.7,0.0006,0.199,23.6,21.22,11,61,207,6.79,2.969,0.452
4.48,0.149,0.097,1,0,0.302,30.06,6.3,0,64.35,138,0,0,0
4.78,0.161,0.074,0.3,0.0012,0.208,29.46,22.12,4.83,59.85,180,2.927,1.281,0.219
3.97,0.136,0.096,0,0.0009,0.196,21.42,6.46,7.45,65.52,169,4.048,1.855,0.74
4.9,0.157,0.07,0,0.0009,0.221,21.8,18.69,2.6,69.6,126,1.63,0.76,0.1
3.5,0.117,0.061,0,0,0.157,22.29,20.65,16.2,57.2,249,10.329,4.46,0.68
0.37,0.02,0.032,1.1,0.0088,0.077,68.86,48.5,0.07,30.47,278,0.01,0.038,0
0.7,0.02,0.04,0.3,0.0088,0.077,64.4,43.4,0.2,34.5,242,0.01,0,0
0.3,0.009,0,2.5,0,0.069,53.6,37.81,0.3,45.8,132,0.016,0.042,0.151
0.15,0.007,0.03,1,0.0009,0.054,69.95,51.22,0.02,29.77,266,0.005,0,0.004
0.3,0.005,0.002,0.8,0,0.071,46.1,45.3,0.03,53,179,0.009,0,0.008
0.3,0.038,0.056,0.7,0.0048,0.037,66.3,60,0,33.2,246,0,0,0
4.3,0.154,0.097,0,0.0007,0.333,37.7,37.7,1,56,167,0.597,0.329,0.03
0,0.205,0.037,0,0,1.464,74.73,55.49,0.1,21.87,290,0.018,0.032,0.05
0,0,0,2.1,0,0,2.1,0,0,96.9,11,0,0,0
0.3,0.007,0.2,8.6,0,0.007,90.4,0,0.3,8.7,325,0.05,0.01,0.09
0.1,0.004,0.047,1,0.0017,0.045,26.1,13.8,0.1,73.4,100,0,0,0
0.41,0.027,0.012,2.6,0.0007,0.115,44.38,37.75,0.2,54.66,181,0,0,0
0.37,0.011,0.018,0.6,0.0036,0.105,28,0,0.07,71.23,115,0.018,0.021,0.021
0.82,0.011,0.012,1.2,0.0028,0.118,11.98,9.15,0.16,86.76,53,0,0,0
0.65,0.008,0.063,0,0,0.006,24.2,13.51,1.12,73.62,109,0.382,0.47,0.168
0.81,0.143,4.25,0.8,0,0.03,84.66,0.9,0.9,6.84,350,0.099,0.116,0.433
1.6,0.049,1.765,0.9,0,0.018,86.04,2.9,0.1,10.4,351,0.018,0.032,0.05
0,0.006,1.499,0,0,0.015,92.7,76.57,0.6,2.8,367,0.09,0.14,0.35
2.76,0.102,0.296,0,0.0008,0.131,19.74,0,1.7,74.52,105,0.971,0.46,0.118
2.62,0.094,0.29,0,0,0.112,19.76,17.38,2.8,73.62,115,1.562,0.698,0.221
0,0.006,1.499,0,0,0.015,89,0,4.4,2.8,386,0.79,1.3,2.12
0,0.02,0.788,0.3,0,0.017,93,74.32,0.4,4.1,366,0.09,0.03,0.16
2.9,0.109,0.164,0,0.0007,0.137,18.43,0,1.73,75.9,101,1.015,0.462,0.088
2.74,0.101,0.158,0,0,0.118,18.44,15.98,2.89,74.96,111,1.634,0.711,0.195
0,0.02,0.788,0.3,0,0.017,88.4,0,5,4.1,387,0.9,1.48,2.41
5.3,0.126,2.838,6.1,0,1.279,78.2,0.7,2.4,4.2,356,0.984,1.154,0.131
10.08,1.512,3.326,10.1,0,0.57,74.42,0.7,3,6.8,365,1.578,1.15,0.13
2.3,0.012,1.429,3.6,0,0.236,87.9,67.86,1.9,3.2,378,0.825,0.487,0.348
3.15,0.104,0.284,0.4,0.0008,0.168,18.89,0,1.92,74.59,105,1.064,0.561,0.132
3.1,0.102,0.284,1,0.0009,0.166,18.8,0,3.1,73.6,111,1.83,0.92,0.18
2.6,0.053,0.353,4.5,0,0.209,89.3,42.88,2.1,4,362,1.234,0.703,0.079
3.28,0.112,0.102,0.8,0.0001,0.156,19.76,11.85,2.06,73.94,111,1.289,0.602,0.076
3.16,0.106,0.098,0.8,0,0.15,19.64,11.96,3.15,73.13,120,1.81,0.819,0.18
2.09,0.051,0.152,0,0.0003,0.184,23.01,17.17,4.6,69.46,142,1.263,2.731,0.105
1.93,0.039,0.11,0.3,0,0.208,20.87,15.75,0.3,76.23,93,0,0,0
0.9,0.008,1.04,4,0.0003,0.096,91.2,64,2.3,2.2,389,2.2,0,0
2.9,0.102,0.246,0.1,0.0008,0.132,19.2,0,2.3,74.4,107,1.37,0.62,0.19
2.9,0.1,0.246,0.1,0.0008,0.129,19.1,0,3.5,73.4,117,2.1,0.96,0.24
1,0.008,0.682,1.6,0.0003,0.133,81.84,80.54,11.36,3.7,434,11.364,0,0
3.1,0.113,0.163,0.2,0.0007,0.159,17.8,0,2.5,75.6,104,1.8,0.52,0.07
3,0.111,0.162,0.2,0.0007,0.157,17.7,0,3.8,74.6,114,2.57,0.88,0.12
0,0.002,1.332,0,0,0.008,95.4,0,0.7,0.7,378,0.1,0.28,0.25
2.76,0.101,0.268,0,0.0008,0.13,20.2,0,1.71,74.16,107,0.974,0.484,0.101
2.7,0.099,0.267,0,0.0008,0.127,20.1,0,2.9,73.2,115,1.74,0.85,0.15
0.1,0.005,0.506,0.1,0,0.005,91.8,0,0.5,5.2,363,0,0,0
0.1,0,0.849,0.1,0,0.257,90.3,0,1.5,5.2,366,0.27,0.44,0.72
2.7,0.014,0.366,0.7,0,0.005,91.2,0,0.1,4.8,376,0,0,0
3.29,0.105,0.109,0.1,0.0007,0.13,20.81,0,1.63,73.43,111,0.967,0.441,0.06
3.25,0.103,0.108,0.1,0.0007,0.128,20.68,0,2.82,72.42,121,1.682,0.767,0.104
3.53,0.052,0.123,0.9,0,0.06,19.4,14.11,2.65,73.34,118,1.764,0.438,0.12
0.1,0.004,0.477,0.2,0,0.005,94.3,65,0.1,4,369,0,0,0
2.88,0.105,0.121,0,0.0007,0.133,19.56,0,1.67,75.01,105,0.991,0.452,0.061
2.84,0.103,0.12,0,0.0007,0.131,19.43,0,2.89,73.97,115,1.724,0.786,0.107
0.1,0.004,0.008,0.2,0,0.005,94.3,0,0.1,4,369,0,0,0
1.95,0.071,0.145,0,0.0003,0.092,21.69,14.91,3.88,71.84,130,0.962,2.538,0.072
1.44,0.052,0.187,0,0.0003,0.07,21.31,14.18,0.35,76.25,94,0.122,0.012,0.002
0,0.012,1.441,0,0,0.012,92.9,92.9,0.6,2.6,377,0.432,0.12,0.01
2.7,0.101,0.286,0,0.0008,0.128,19.7,18.03,2.9,73.5,114,1.74,0.84,0.15
0.3,0.005,0.635,0.6,0,0.02,93.5,79.34,0.4,3.9,379,0.09,0.03,0.17
2.94,0.108,0.159,0,0.0007,0.137,18.53,0,1.73,75.86,101,1.017,0.462,0.088
2.8,0.099,0.156,0.1,0,0.119,18.92,17.09,2.9,74.49,113,1.643,0.714,0.197
0.3,0.015,0.754,0,0,0.02,92.4,0,1.1,3.9,369,0.2,0.32,0.53
1.45,0.049,0.142,0,0.0002,0.065,22.6,16.97,3.78,71.66,130,1.016,2.286,0.087
2.02,0.04,0.191,0,0.0012,0.108,20.16,15.12,0,76.93,89,0,0,0
3.24,0.126,0.052,0.5,0.0009,0.182,13.47,0,2.06,80.39,85,1.231,0.581,0.073
3.2,0.124,0.051,0.5,0.0008,0.179,13.34,0,3.34,79.29,96,1.999,0.932,0.121
3.06,0.121,0.046,0,0.0009,0.142,12.34,0,1.77,82.11,77,1.061,0.484,0.065
3.03,0.119,0.046,0,0.0009,0.14,12.21,0,3.07,80.98,89,1.846,0.842,0.114
1.1,0.054,0.046,1.3,0.0023,0.096,30.4,24.32,2,66.1,144,1.16,0.53,0.08
1,0.018,0.403,0,0.056,0.164,82.82,57.58,2.68,12.3,359,0.65,1.48,0.55
0.1,0.032,0.317,0,0.12,0.294,85.8,49.16,3,10.2,371,0.672,1.48,0.552
0,0.012,0.003,0,0,0.029,99.8,99.19,0,0.03,399,0,0,0
0.12,0.083,0.028,0,0,0.133,98.09,97.02,0,1.34,380,0,0,0
0,0.001,0.001,0,0,0.002,99.98,99.8,0,0.02,387,0,0,0
0.1,0.09,0.011,0,0,0.274,90.9,84.87,0.2,8,354,0.036,0.064,0.1
0,0.001,0.002,0,0,0.002,99.77,97.81,0,0.23,389,0,0,0
0,0.063,0.011,0,0,0.13,97.11,45.66,0,2.44,388,0,0,0
0,0.001,0.002,0,0,0.002,99.53,47.05,0,0.43,398,0,0,0
2.06,0.879,0.572,0.6,0,0.039,84.77,4.03,0,9.14,347,0,0,0
2.17,0,0,0,0,0.004,89.08,80.7,0,8.75,365,0,0,0
0,0,0.012,0,0,0,100,92.7,0,0,368,0,0,0
0,0.001,0.002,0.1,0,0,76.1,76,0,23.9,279,0,0,0
0.94,0,0.428,0,0,0.004,89.11,85.19,0,8.75,360,0,0,0
0,0,0,0,0,0.004,91.17,80.33,0,8.83,336,0,0,0
1.4,0.011,0.1,0,0,0.187,34.56,28.57,0.97,62.16,153,0,0,0
4.6,0.049,0.346,2.8,0.0002,0.284,62.9,34.82,8.9,21.8,350,3.98,3.857,0.278
0,0.018,0.155,0,0,0.044,77.59,26.7,0,22.01,286,0,0,0
0,0,0.002,0,0,0,76,26.36,0,24,281,0,0,0
0,0.013,0.062,0,0,0.001,76.79,26.77,0.2,22.81,283,0,0,0
0.8,0,0.021,3,0,0,49.2,0.01,0,50,40,0,0,0
0,0.006,0.027,0,0,0.028,66.91,46.55,0,32.4,268,0,0,0
6.2,0.061,0.035,0,0,0.32,71.3,71.3,0,21.1,318,0,0,0
0.04,0.102,0.012,0,0,0.212,67.04,60.44,0.06,32.39,260,0.007,0.011,0.017
0,0.15,0.008,0,0,1,74.9,74.9,0,22.7,290,0,0,0
0,0.012,0.104,0.1,0,0.053,69.52,68.2,0.1,30.1,278,0.02,0.032,0.05
0,0.023,0.071,0,0,0.063,83.9,0,0,15.6,319,0,0,0
0,0.003,0.082,0,0,0.015,61.47,21.47,0,37.98,234,0,0,0
0,0.01,0.178,0,0,0.003,44.55,32.8,0,54.9,165,0,0,0
0,0.005,0.061,0,0,0.006,69.6,42,0.1,30.1,265,0.018,0.032,0.05
0,0.005,0.061,0,0,0.022,69.6,0,0.1,30.1,265,0,0,0
0,0.002,0.098,0,0,0.003,74.1,0,1.6,24,296,1.01,0.47,0.06
1.5,0.053,0.349,0.9,0.0003,0.084,65.9,0,0.1,32,252,0.11,0.02,0
0.8,0.003,0.08,0.1,0,0.005,79,46.8,0.3,19.8,322,0.056,0.08,0.047
4.5,0.035,0.042,2.3,0.0003,0.151,58.08,36.72,22,14.69,448,1.96,4.97,13.73
0.1,0.006,0.042,0.4,0.0031,0.043,66.4,21.01,0.1,33,253,0.018,0.032,0.05
0.2,0.006,0.021,0.7,0.0137,0.051,66.3,27.38,0.1,33,254,0.005,0.014,0.05
3.8,0.047,0.006,2.1,0,0.135,18.69,0,1.58,75.16,102,0,0,0
13.56,0.159,0.004,6.7,0.0042,0.508,65.25,1.69,7.02,11.29,371,1.459,1.685,2.778
0.3,0.04,0.002,3.4,0,0.011,88.15,0,0.1,11.37,357,0.019,0.002,0.045
10.5,0.032,0.004,10.1,0,0.309,74.52,0.8,1.6,12.11,345,0.335,0.205,0.771
10.28,0.037,0.011,7.1,0.0006,0.224,78.3,0.8,1.84,8.21,361,0.386,0.254,0.953
12.48,0.033,0.012,17.3,0,0.452,73.48,0.8,2.3,9.44,354,0.482,0.295,1.108
2.26,0.011,0.003,3.8,0,0.093,28.22,0.28,0.44,68.8,123,0.093,0.057,0.214
9.91,0.029,0.009,15.6,0,0.28,77.72,0.8,1.16,10.09,352,0.244,0.149,0.56
13.25,0.018,0.001,10,0,0.46,71.5,0,3.4,9.75,343,0.741,1.04,1.039
12.62,0.041,0.011,10,0,0.577,70.59,2.6,3.1,11.15,335,0.677,0.949,0.949
3.38,0.007,0.004,2.7,0,0.088,19.94,0.9,0.62,75.63,92,0.134,0.188,0.188
11.73,0.017,0.011,10.3,0,0.32,74.95,0,2.71,8.41,346,0.591,0.828,0.828
3.08,0.01,0.005,4.5,0,0.068,18.58,0.1,0.24,77.76,83,0.042,0.031,0.098
12.29,0.035,0.017,18.3,0,0.41,75.87,0.41,1.33,9,342,0.232,0.173,0.541
8.36,0.042,0.007,79,0,0.044,85.64,0,0.92,4.71,224,0.13,0.243,0.421
5.59,0.002,0.001,1.9,0,0.09,82.75,0.64,1.39,9.81,375,0.171,0.274,0.695
9.28,0.136,0.005,6.4,0,0.263,76.29,1.61,3.86,9.04,365,0.532,0.997,1.724
9.28,0.136,0.005,6.4,0,0.263,76.29,0,3.86,9.04,365,0.532,0.997,1.724
9.28,0.136,0.005,6.4,0,0.263,76.29,1.61,3.86,9.04,365,0.532,0.997,1.724
8.75,0.005,0.005,8.4,0,0.381,73.89,0,5.09,10.83,364,0,0,0
6.93,0.007,0.005,7.3,0,0.315,76.85,0.64,3.86,10.91,361,0.543,1.018,1.759
6.93,0.007,0.005,7.3,0,0.315,76.85,0.64,3.86,10.91,361,0.543,1.018,1.759
9.42,0.007,0.035,0,0,0.287,74.26,0,4.74,10.37,365,0.667,1.251,2.163
9.42,0.007,0.035,7.3,0,0.287,74.26,0.64,4.74,10.37,365,0.667,1.251,2.163
7.11,0.003,0.007,3.9,0,0.142,79.45,1.61,1.75,11.18,370,0.169,0.299,0.634
7.11,0.003,0.007,3.9,0,0.142,79.45,1.61,1.75,11.18,370,0.169,0.299,0.634
7.11,0.003,0.007,3.9,0,0.142,79.45,1.61,1.75,11.18,370,0.169,0.299,0.634
7.11,0.003,0.007,3.9,0,0.142,79.45,1.61,1.75,11.18,370,0.169,0.299,0.634
8.28,0.361,1.247,6.7,0,0.255,70.28,0,3.4,12.59,334,0.478,0.897,1.55
8.28,0.361,1.247,6.7,0,0.255,70.28,0,3.4,12.59,334,0.478,0.897,1.55
8.41,0.299,1.319,6.3,0,0.207,73.43,0,2.85,10.33,348,0.4,0.751,1.297
8.41,0.299,1.319,6.3,0,0.207,73.43,0,2.85,10.33,348,0.4,0.751,1.297
8.41,0.35,1.348,7.1,0,0.17,74.79,0,1.72,10.17,355,0.234,0.429,0.739
8.41,0.35,1.348,7.1,0,0.17,74.79,0,1.72,10.17,355,0.234,0.429,0.739
8.12,0.006,0.035,7.3,0,0.287,76.89,0.64,3.59,10.26,362,0.505,0.948,1.638
8.12,0.006,0.035,7.3,0,0.287,76.89,0.64,3.59,10.26,362,0.505,0.948,1.638
0.26,0.002,0.009,0.9,0,0.003,91.27,0,0.05,8.32,381,0.009,0.016,0.025
3.79,0.008,0.005,1.4,0,0.058,23.22,0.1,0.16,72.57,112,0.029,0.022,0.064
12.76,0.024,0.01,5,0,0.166,77.43,0,0.64,8.56,376,0.117,0.089,0.252
1.48,0.01,0.21,2.5,0,0.009,14.26,1.82,0.88,82.53,72,0.123,0.231,0.399
1.48,0.01,0.21,2.5,0,0.009,14.26,0,0.88,82.53,72,0.123,0.231,0.399
6.45,0.01,0.006,3.9,0,0.202,30.46,0,0.91,61.42,146,0,0,0
14.7,0.024,0.006,9.1,0,0.446,70.38,8.19,2.2,10.95,337,0.192,0.214,0.616
5.8,0.007,0.001,1.8,0,0.044,30.86,0.56,0.93,62.13,158,0.176,0.131,0.319
5.8,0.007,0.001,1.8,0,0.044,30.86,0.56,0.93,62.13,158,0.176,0.131,0.319
13.04,0.021,0.006,3.2,0,0.223,74.67,2.67,1.51,9.9,371,0.277,0.171,0.564
13.04,0.021,0.006,3.2,0,0.223,74.67,2.67,1.51,9.9,371,0.277,0.171,0.564
8.08,0.01,0.005,0,0,0.042,31.66,0,0.21,59.73,164,0.032,0.026,0.095
8.86,0.01,0.005,1.5,0,0.042,30.88,0,0.21,59.73,164,0.032,0.026,0.095
19.86,0.039,0.008,2.4,0,0.201,67.56,0,2.23,9.23,375,0.328,0.271,0.986
21.78,0.039,0.008,2.4,0,0.201,65.65,0,2.23,9.23,374,0.328,0.271,0.986
4.53,0.011,0.006,4.3,0,0.031,26.61,1.15,0.11,68.37,128,0.016,0.012,0.044
13.14,0.034,0.043,4.3,0,0.285,74.88,0,1.04,9.89,367,0.15,0.12,0.426
5.33,0.015,0.003,2.8,0,0.044,26.54,0.8,0.54,67.15,124,0.099,0.075,0.213
14.63,0.04,0.008,8.3,0,0.215,75.03,0,1.4,7.34,348,0.258,0.195,0.556
10.75,0.014,0.004,3.5,0,0.224,73.05,1.66,4.25,10.74,373,0.536,0.924,2.618
3.51,0.003,0.002,1.3,0,0.062,23.67,0.13,1,71.41,119,0.172,0.184,0.508
11.02,0.008,0.005,8.5,0,0.195,72.85,0,4.22,8.67,378,0.723,0.773,2.134
8.38,0.02,0.439,3.9,0,0.12,57.54,0.26,30.76,0.73,527,4.384,7.689,17.331
4.54,0.012,0.005,1.2,0,0.038,25.16,0.4,2.07,67.73,138,0.419,0.581,0.552
4.54,0.012,0.165,1.2,0,0.038,25.16,0.4,2.07,67.73,138,0.419,0.581,0.552
